match_sequence,match_id,half_sequence,start_position,end_position,pass_frequency
1,3895302,1,Right Wing Back,Goalkeeper,1
1,3895302,1,Right Wing Back,Center Forward,1
1,3895302,1,Right Wing Back,Right Defensive Midfield,5
1,3895302,1,Right Wing Back,Left Wing Back,1
1,3895302,1,Right Wing Back,Right Center Back,6
1,3895302,1,Right Wing Back,Right Attacking Midfield,3
1,3895302,1,Right Wing Back,Left Attacking Midfield,2
1,3895302,1,Goalkeeper,Left Center Back,4
1,3895302,1,Goalkeeper,Center Back,4
1,3895302,1,Goalkeeper,Left Wing Back,1
1,3895302,1,Goalkeeper,Center Forward,1
1,3895302,1,Goalkeeper,Left Attacking Midfield,1
1,3895302,1,Left Center Back,Left Defensive Midfield,6
1,3895302,1,Left Center Back,Center Back,6
1,3895302,1,Left Center Back,Left Wing Back,8
1,3895302,1,Left Center Back,Right Defensive Midfield,9
1,3895302,1,Left Center Back,Right Center Back,6
1,3895302,1,Left Center Back,Left Attacking Midfield,5
1,3895302,1,Left Center Back,Goalkeeper,2
1,3895302,1,Left Center Back,Center Forward,3
1,3895302,1,Left Center Back,Right Attacking Midfield,2
1,3895302,1,Left Center Back,Blocked,1
1,3895302,1,Left Defensive Midfield,Left Center Back,7
1,3895302,1,Left Defensive Midfield,Right Defensive Midfield,10
1,3895302,1,Left Defensive Midfield,Left Attacking Midfield,4
1,3895302,1,Left Defensive Midfield,Right Center Back,6
1,3895302,1,Left Defensive Midfield,Center Back,9
1,3895302,1,Left Defensive Midfield,Right Attacking Midfield,2
1,3895302,1,Left Defensive Midfield,Center Forward,3
1,3895302,1,Left Defensive Midfield,Right Wing Back,1
1,3895302,1,Left Defensive Midfield,Left Wing Back,4
1,3895302,1,Center Back,Right Center Back,8
1,3895302,1,Center Back,Right Defensive Midfield,11
1,3895302,1,Center Back,Right Wing Back,5
1,3895302,1,Center Back,Left Center Back,8
1,3895302,1,Center Back,Left Defensive Midfield,9
1,3895302,1,Center Back,Blocked,1
1,3895302,1,Center Back,Left Wing Back,1
1,3895302,1,Center Back,Goalkeeper,1
1,3895302,1,Center Back,Wayward,1
1,3895302,1,Center Back,Right Attacking Midfield,3
1,3895302,1,Center Back,Saved,1
1,3895302,1,Right Center Back,Center Back,9
1,3895302,1,Right Center Back,Right Wing Back,12
1,3895302,1,Right Center Back,Left Attacking Midfield,3
1,3895302,1,Right Center Back,Right Defensive Midfield,6
1,3895302,1,Right Center Back,Left Center Back,2
1,3895302,1,Right Center Back,Left Defensive Midfield,3
1,3895302,1,Right Center Back,Right Attacking Midfield,4
1,3895302,1,Right Center Back,Goalkeeper,3
1,3895302,1,Right Defensive Midfield,Center Back,8
1,3895302,1,Right Defensive Midfield,Right Center Back,5
1,3895302,1,Right Defensive Midfield,Right Attacking Midfield,4
1,3895302,1,Right Defensive Midfield,Left Defensive Midfield,11
1,3895302,1,Right Defensive Midfield,Left Attacking Midfield,5
1,3895302,1,Right Defensive Midfield,Left Wing Back,7
1,3895302,1,Right Defensive Midfield,Left Center Back,8
1,3895302,1,Right Defensive Midfield,Blocked,2
1,3895302,1,Right Defensive Midfield,Right Wing Back,3
1,3895302,1,Right Defensive Midfield,Center Forward,1
1,3895302,1,Right Defensive Midfield,Goalkeeper,1
1,3895302,1,Center Forward,Right Attacking Midfield,2
1,3895302,1,Center Forward,Right Defensive Midfield,3
1,3895302,1,Center Forward,Right Wing Back,2
1,3895302,1,Center Forward,Goal,1
1,3895302,1,Center Forward,Saved,1
1,3895302,1,Center Forward,Left Wing Back,1
1,3895302,1,Center Forward,Left Defensive Midfield,2
1,3895302,1,Right Attacking Midfield,Left Center Back,3
1,3895302,1,Right Attacking Midfield,Right Center Back,4
1,3895302,1,Right Attacking Midfield,Left Attacking Midfield,2
1,3895302,1,Right Attacking Midfield,Center Back,6
1,3895302,1,Right Attacking Midfield,Right Defensive Midfield,3
1,3895302,1,Right Attacking Midfield,Center Forward,3
1,3895302,1,Right Attacking Midfield,Left Defensive Midfield,2
1,3895302,1,Right Attacking Midfield,Left Wing Back,2
1,3895302,1,Right Attacking Midfield,Blocked,1
1,3895302,1,Left Wing Back,Left Center Back,7
1,3895302,1,Left Wing Back,Left Defensive Midfield,4
1,3895302,1,Left Wing Back,Left Attacking Midfield,6
1,3895302,1,Left Wing Back,Right Defensive Midfield,5
1,3895302,1,Left Wing Back,Saved,1
1,3895302,1,Left Wing Back,Center Forward,2
1,3895302,1,Left Wing Back,Right Attacking Midfield,1
1,3895302,1,Left Wing Back,Goalkeeper,1
1,3895302,1,Left Attacking Midfield,Left Defensive Midfield,4
1,3895302,1,Left Attacking Midfield,Left Wing Back,3
1,3895302,1,Left Attacking Midfield,Right Attacking Midfield,3
1,3895302,1,Left Attacking Midfield,Center Forward,2
1,3895302,1,Left Attacking Midfield,Left Center Back,3
1,3895302,1,Left Attacking Midfield,Right Defensive Midfield,2
1,3895302,1,Left Attacking Midfield,Right Wing Back,1
1,3895302,1,Left Attacking Midfield,Post,1
1,3895302,1,Left Attacking Midfield,Right Center Back,1
1,3895302,1,Left Attacking Midfield,Center Back,1
1,3895302,2,Center Forward,Left Defensive Midfield,2
1,3895302,2,Center Forward,Left Attacking Midfield,3
1,3895302,2,Center Forward,Right Defensive Midfield,2
1,3895302,2,Center Forward,Right Attacking Midfield,1
1,3895302,2,Center Forward,Right Wing Back,1
1,3895302,2,Center Forward,Saved,1
1,3895302,2,Left Defensive Midfield,Left Attacking Midfield,13
1,3895302,2,Left Defensive Midfield,Right Attacking Midfield,3
1,3895302,2,Left Defensive Midfield,Left Wing Back,5
1,3895302,2,Left Defensive Midfield,Right Center Back,5
1,3895302,2,Left Defensive Midfield,Right Defensive Midfield,5
1,3895302,2,Left Defensive Midfield,Center Forward,4
1,3895302,2,Left Defensive Midfield,Center Back,3
1,3895302,2,Left Defensive Midfield,Left Center Back,3
1,3895302,2,Left Defensive Midfield,Left Defensive Midfield,3
1,3895302,2,Left Defensive Midfield,Right Wing Back,1
1,3895302,2,Left Defensive Midfield,Off T,1
1,3895302,2,Left Attacking Midfield,Left Wing Back,4
1,3895302,2,Left Attacking Midfield,Left Defensive Midfield,5
1,3895302,2,Left Attacking Midfield,Right Defensive Midfield,6
1,3895302,2,Left Attacking Midfield,Right Attacking Midfield,1
1,3895302,2,Left Attacking Midfield,Off T,1
1,3895302,2,Left Attacking Midfield,Left Center Back,4
1,3895302,2,Left Attacking Midfield,Blocked,1
1,3895302,2,Left Attacking Midfield,Center Forward,3
1,3895302,2,Left Attacking Midfield,Goal,3
1,3895302,2,Left Attacking Midfield,Right Wing Back,2
1,3895302,2,Left Wing Back,Left Center Back,9
1,3895302,2,Left Wing Back,Left Attacking Midfield,6
1,3895302,2,Left Wing Back,Center Forward,1
1,3895302,2,Left Wing Back,Goalkeeper,1
1,3895302,2,Left Wing Back,Center Back,2
1,3895302,2,Left Wing Back,Right Defensive Midfield,2
1,3895302,2,Left Center Back,Center Back,4
1,3895302,2,Left Center Back,Left Wing Back,5
1,3895302,2,Left Center Back,Goalkeeper,2
1,3895302,2,Left Center Back,Right Defensive Midfield,3
1,3895302,2,Left Center Back,Left Defensive Midfield,8
1,3895302,2,Left Center Back,Left Attacking Midfield,5
1,3895302,2,Left Center Back,Right Center Back,3
1,3895302,2,Left Center Back,Right Wing Back,1
1,3895302,2,Center Back,Right Center Back,4
1,3895302,2,Center Back,Left Center Back,6
1,3895302,2,Center Back,Goalkeeper,1
1,3895302,2,Center Back,Right Attacking Midfield,3
1,3895302,2,Center Back,Left Wing Back,4
1,3895302,2,Center Back,Left Defensive Midfield,3
1,3895302,2,Center Back,Right Defensive Midfield,2
1,3895302,2,Center Back,Right Wing Back,1
1,3895302,2,Center Back,Center Forward,1
1,3895302,2,Center Back,Left Attacking Midfield,1
1,3895302,2,Right Center Back,Center Back,5
1,3895302,2,Right Center Back,Right Defensive Midfield,3
1,3895302,2,Right Center Back,Right Wing Back,6
1,3895302,2,Right Center Back,Left Defensive Midfield,6
1,3895302,2,Right Center Back,Goalkeeper,2
1,3895302,2,Right Center Back,Left Center Back,1
1,3895302,2,Right Center Back,Center Forward,1
1,3895302,2,Right Center Back,Left Attacking Midfield,1
1,3895302,2,Right Center Back,Right Attacking Midfield,4
1,3895302,2,Right Center Back,Left Wing Back,1
1,3895302,2,Right Defensive Midfield,Right Center Back,6
1,3895302,2,Right Defensive Midfield,Center Back,6
1,3895302,2,Right Defensive Midfield,Goalkeeper,1
1,3895302,2,Right Defensive Midfield,Right Attacking Midfield,7
1,3895302,2,Right Defensive Midfield,Right Wing Back,2
1,3895302,2,Right Defensive Midfield,Left Center Back,3
1,3895302,2,Right Defensive Midfield,Left Wing Back,3
1,3895302,2,Right Defensive Midfield,Left Defensive Midfield,2
1,3895302,2,Right Defensive Midfield,Goal,1
1,3895302,2,Right Defensive Midfield,Left Attacking Midfield,2
1,3895302,2,Right Defensive Midfield,Right Defensive Midfield,3
1,3895302,2,Goalkeeper,Right Defensive Midfield,3
1,3895302,2,Goalkeeper,Center Forward,2
1,3895302,2,Goalkeeper,Left Defensive Midfield,1
1,3895302,2,Goalkeeper,Center Back,1
1,3895302,2,Goalkeeper,Left Center Back,3
1,3895302,2,Goalkeeper,Left Attacking Midfield,1
1,3895302,2,Right Attacking Midfield,Right Defensive Midfield,2
1,3895302,2,Right Attacking Midfield,Center Forward,3
1,3895302,2,Right Attacking Midfield,Left Defensive Midfield,4
1,3895302,2,Right Attacking Midfield,Right Center Back,3
1,3895302,2,Right Attacking Midfield,Right Wing Back,2
1,3895302,2,Right Attacking Midfield,Left Attacking Midfield,1
1,3895302,2,Right Attacking Midfield,Left Wing Back,1
1,3895302,2,Right Wing Back,Left Attacking Midfield,2
1,3895302,2,Right Wing Back,Right Center Back,3
1,3895302,2,Right Wing Back,Center Forward,1
1,3895302,2,Right Wing Back,Left Defensive Midfield,1
1,3895302,2,Right Wing Back,Right Attacking Midfield,1
2,3895292,1,Right Defensive Midfield,Right Attacking Midfield,3
2,3895292,1,Right Defensive Midfield,Center Back,7
2,3895292,1,Right Defensive Midfield,Left Center Back,4
2,3895292,1,Right Defensive Midfield,Right Center Back,5
2,3895292,1,Right Defensive Midfield,Right Wing Back,1
2,3895292,1,Right Defensive Midfield,Center Forward,1
2,3895292,1,Right Defensive Midfield,Goalkeeper,1
2,3895292,1,Right Defensive Midfield,Left Wing Back,5
2,3895292,1,Right Defensive Midfield,Left Defensive Midfield,4
2,3895292,1,Right Defensive Midfield,Saved,1
2,3895292,1,Right Defensive Midfield,Blocked,1
2,3895292,1,Right Wing Back,Center Forward,3
2,3895292,1,Right Wing Back,Right Attacking Midfield,8
2,3895292,1,Right Wing Back,Right Center Back,4
2,3895292,1,Right Wing Back,Left Defensive Midfield,1
2,3895292,1,Right Wing Back,Left Wing Back,1
2,3895292,1,Right Wing Back,Goalkeeper,1
2,3895292,1,Center Forward,Right Wing Back,2
2,3895292,1,Center Forward,Off T,1
2,3895292,1,Center Forward,Right Attacking Midfield,3
2,3895292,1,Center Forward,Left Wing Back,1
2,3895292,1,Center Forward,Saved,1
2,3895292,1,Center Forward,Left Defensive Midfield,2
2,3895292,1,Center Forward,Left Attacking Midfield,1
2,3895292,1,Right Attacking Midfield,Left Defensive Midfield,2
2,3895292,1,Right Attacking Midfield,Left Wing Back,5
2,3895292,1,Right Attacking Midfield,Right Defensive Midfield,5
2,3895292,1,Right Attacking Midfield,Right Wing Back,6
2,3895292,1,Right Attacking Midfield,Center Forward,4
2,3895292,1,Right Attacking Midfield,Left Center Back,2
2,3895292,1,Right Attacking Midfield,Right Center Back,3
2,3895292,1,Right Attacking Midfield,Left Attacking Midfield,1
2,3895292,1,Right Attacking Midfield,Blocked,1
2,3895292,1,Right Attacking Midfield,Goal,1
2,3895292,1,Left Defensive Midfield,Left Wing Back,5
2,3895292,1,Left Defensive Midfield,Right Attacking Midfield,8
2,3895292,1,Left Defensive Midfield,Left Attacking Midfield,2
2,3895292,1,Left Defensive Midfield,Left Center Back,13
2,3895292,1,Left Defensive Midfield,Center Back,5
2,3895292,1,Left Defensive Midfield,Blocked,1
2,3895292,1,Left Defensive Midfield,Right Defensive Midfield,5
2,3895292,1,Left Defensive Midfield,Center Forward,2
2,3895292,1,Left Defensive Midfield,Goalkeeper,2
2,3895292,1,Left Defensive Midfield,Right Center Back,1
2,3895292,1,Left Defensive Midfield,Right Wing Back,1
2,3895292,1,Left Wing Back,Left Defensive Midfield,8
2,3895292,1,Left Wing Back,Left Center Back,14
2,3895292,1,Left Wing Back,Center Back,3
2,3895292,1,Left Wing Back,Left Attacking Midfield,1
2,3895292,1,Left Wing Back,Saved,1
2,3895292,1,Left Wing Back,Right Attacking Midfield,3
2,3895292,1,Left Wing Back,Right Defensive Midfield,4
2,3895292,1,Left Wing Back,Off T,1
2,3895292,1,Left Attacking Midfield,Left Wing Back,3
2,3895292,1,Left Attacking Midfield,Right Attacking Midfield,4
2,3895292,1,Left Attacking Midfield,Blocked,1
2,3895292,1,Left Attacking Midfield,Left Defensive Midfield,3
2,3895292,1,Left Attacking Midfield,Center Forward,2
2,3895292,1,Left Attacking Midfield,Right Center Back,1
2,3895292,1,Left Attacking Midfield,Goalkeeper,1
2,3895292,1,Left Attacking Midfield,Right Defensive Midfield,1
2,3895292,1,Left Attacking Midfield,Center Back,1
2,3895292,1,Left Center Back,Center Forward,1
2,3895292,1,Left Center Back,Center Back,14
2,3895292,1,Left Center Back,Left Wing Back,16
2,3895292,1,Left Center Back,Left Attacking Midfield,3
2,3895292,1,Left Center Back,Goalkeeper,4
2,3895292,1,Left Center Back,Left Defensive Midfield,6
2,3895292,1,Left Center Back,Right Defensive Midfield,4
2,3895292,1,Left Center Back,Right Attacking Midfield,2
2,3895292,1,Left Center Back,Right Center Back,1
2,3895292,1,Left Center Back,Blocked,2
2,3895292,1,Right Center Back,Center Back,8
2,3895292,1,Right Center Back,Right Attacking Midfield,5
2,3895292,1,Right Center Back,Left Defensive Midfield,7
2,3895292,1,Right Center Back,Center Forward,1
2,3895292,1,Right Center Back,Right Defensive Midfield,4
2,3895292,1,Right Center Back,Left Center Back,2
2,3895292,1,Right Center Back,Right Wing Back,4
2,3895292,1,Right Center Back,Left Attacking Midfield,1
2,3895292,1,Center Back,Left Defensive Midfield,10
2,3895292,1,Center Back,Right Defensive Midfield,7
2,3895292,1,Center Back,Right Center Back,11
2,3895292,1,Center Back,Left Center Back,8
2,3895292,1,Center Back,Center Forward,2
2,3895292,1,Center Back,Goalkeeper,3
2,3895292,1,Center Back,Right Attacking Midfield,2
2,3895292,1,Center Back,Right Wing Back,1
2,3895292,1,Goalkeeper,Left Center Back,7
2,3895292,1,Goalkeeper,Center Forward,1
2,3895292,1,Goalkeeper,Left Defensive Midfield,3
2,3895292,1,Goalkeeper,Center Back,4
2,3895292,1,Goalkeeper,Left Attacking Midfield,1
2,3895292,1,Goalkeeper,Right Attacking Midfield,2
2,3895292,1,Goalkeeper,Right Center Back,1
2,3895292,2,Right Defensive Midfield,Center Back,7
2,3895292,2,Right Defensive Midfield,Right Wing Back,3
2,3895292,2,Right Defensive Midfield,Left Wing Back,6
2,3895292,2,Right Defensive Midfield,Right Center Back,6
2,3895292,2,Right Defensive Midfield,Right Attacking Midfield,5
2,3895292,2,Right Defensive Midfield,Right Defensive Midfield,6
2,3895292,2,Right Defensive Midfield,Center Forward,3
2,3895292,2,Right Defensive Midfield,Left Center Back,5
2,3895292,2,Center Back,Right Center Back,9
2,3895292,2,Center Back,Right Defensive Midfield,8
2,3895292,2,Center Back,Left Center Back,10
2,3895292,2,Center Back,Left Wing Back,2
2,3895292,2,Center Back,Left Defensive Midfield,8
2,3895292,2,Center Back,Wayward,1
2,3895292,2,Center Back,Right Attacking Midfield,2
2,3895292,2,Right Center Back,Center Back,8
2,3895292,2,Right Center Back,Right Wing Back,3
2,3895292,2,Right Center Back,Left Center Back,4
2,3895292,2,Right Center Back,Goalkeeper,1
2,3895292,2,Right Center Back,Right Defensive Midfield,4
2,3895292,2,Right Center Back,Left Defensive Midfield,3
2,3895292,2,Right Center Back,Right Attacking Midfield,6
2,3895292,2,Right Center Back,Left Wing Back,1
2,3895292,2,Right Center Back,Center Forward,1
2,3895292,2,Left Defensive Midfield,Center Back,7
2,3895292,2,Left Defensive Midfield,Left Center Back,4
2,3895292,2,Left Defensive Midfield,Right Attacking Midfield,5
2,3895292,2,Left Defensive Midfield,Left Defensive Midfield,6
2,3895292,2,Left Defensive Midfield,Right Center Back,5
2,3895292,2,Left Defensive Midfield,Right Wing Back,1
2,3895292,2,Left Defensive Midfield,Left Wing Back,5
2,3895292,2,Left Defensive Midfield,Center Forward,1
2,3895292,2,Right Wing Back,Right Center Back,4
2,3895292,2,Right Wing Back,Blocked,2
2,3895292,2,Right Wing Back,Left Defensive Midfield,7
2,3895292,2,Right Wing Back,Right Defensive Midfield,3
2,3895292,2,Right Wing Back,Right Attacking Midfield,3
2,3895292,2,Right Wing Back,Center Back,2
2,3895292,2,Right Wing Back,Saved,1
2,3895292,2,Right Wing Back,Wayward,1
2,3895292,2,Left Center Back,Center Back,11
2,3895292,2,Left Center Back,Left Wing Back,13
2,3895292,2,Left Center Back,Left Defensive Midfield,2
2,3895292,2,Left Center Back,Right Defensive Midfield,6
2,3895292,2,Left Center Back,Right Attacking Midfield,2
2,3895292,2,Left Center Back,Right Center Back,2
2,3895292,2,Left Center Back,Center Forward,1
2,3895292,2,Left Wing Back,Left Center Back,10
2,3895292,2,Left Wing Back,Center Forward,7
2,3895292,2,Left Wing Back,Right Attacking Midfield,5
2,3895292,2,Left Wing Back,Center Back,3
2,3895292,2,Left Wing Back,Right Defensive Midfield,5
2,3895292,2,Left Wing Back,Left Defensive Midfield,6
2,3895292,2,Left Wing Back,Goalkeeper,1
2,3895292,2,Left Wing Back,Saved,1
2,3895292,2,Left Attacking Midfield,Left Wing Back,6
2,3895292,2,Left Attacking Midfield,Right Defensive Midfield,2
2,3895292,2,Left Attacking Midfield,Center Forward,3
2,3895292,2,Left Attacking Midfield,Right Attacking Midfield,2
2,3895292,2,Left Attacking Midfield,Saved,2
2,3895292,2,Left Attacking Midfield,Left Center Back,3
2,3895292,2,Left Attacking Midfield,Right Wing Back,1
2,3895292,2,Left Attacking Midfield,Left Defensive Midfield,1
2,3895292,2,Left Attacking Midfield,Right Center Back,1
2,3895292,2,Goalkeeper,Left Center Back,1
2,3895292,2,Goalkeeper,Center Back,3
2,3895292,2,Goalkeeper,Left Wing Back,1
2,3895292,2,Center Forward,Right Attacking Midfield,4
2,3895292,2,Center Forward,Right Wing Back,1
2,3895292,2,Center Forward,Center Back,1
2,3895292,2,Center Forward,Right Center Back,1
2,3895292,2,Center Forward,Left Center Back,1
2,3895292,2,Center Forward,Left Wing Back,1
2,3895292,2,Right Attacking Midfield,Center Forward,7
2,3895292,2,Right Attacking Midfield,Left Wing Back,5
2,3895292,2,Right Attacking Midfield,Center Back,1
2,3895292,2,Right Attacking Midfield,Right Defensive Midfield,2
2,3895292,2,Right Attacking Midfield,Right Wing Back,4
2,3895292,2,Right Attacking Midfield,Left Defensive Midfield,2
2,3895292,2,Right Attacking Midfield,Left Center Back,1
3,3895333,1,Right Attacking Midfield,Center Back,2
3,3895333,1,Right Attacking Midfield,Right Center Back,6
3,3895333,1,Right Attacking Midfield,Right Wing Back,4
3,3895333,1,Right Attacking Midfield,Center Forward,1
3,3895333,1,Right Attacking Midfield,Left Defensive Midfield,2
3,3895333,1,Right Attacking Midfield,Left Center Back,1
3,3895333,1,Right Attacking Midfield,Right Defensive Midfield,3
3,3895333,1,Right Attacking Midfield,Saved,1
3,3895333,1,Right Attacking Midfield,Blocked,1
3,3895333,1,Center Back,Left Attacking Midfield,2
3,3895333,1,Center Back,Left Wing Back,5
3,3895333,1,Center Back,Left Defensive Midfield,8
3,3895333,1,Center Back,Left Center Back,9
3,3895333,1,Center Back,Right Center Back,12
3,3895333,1,Center Back,Goalkeeper,4
3,3895333,1,Center Back,Right Attacking Midfield,3
3,3895333,1,Center Back,Right Defensive Midfield,3
3,3895333,1,Center Back,Right Wing Back,3
3,3895333,1,Left Attacking Midfield,Center Forward,2
3,3895333,1,Left Attacking Midfield,Left Wing Back,3
3,3895333,1,Left Attacking Midfield,Left Defensive Midfield,2
3,3895333,1,Left Attacking Midfield,Right Defensive Midfield,2
3,3895333,1,Left Attacking Midfield,Left Center Back,1
3,3895333,1,Left Attacking Midfield,Right Attacking Midfield,1
3,3895333,1,Center Forward,Left Attacking Midfield,1
3,3895333,1,Center Forward,Right Defensive Midfield,3
3,3895333,1,Center Forward,Right Wing Back,2
3,3895333,1,Center Forward,Left Wing Back,2
3,3895333,1,Center Forward,Right Attacking Midfield,1
3,3895333,1,Center Forward,Goal,1
3,3895333,1,Left Defensive Midfield,Center Forward,2
3,3895333,1,Left Defensive Midfield,Right Defensive Midfield,8
3,3895333,1,Left Defensive Midfield,Left Wing Back,5
3,3895333,1,Left Defensive Midfield,Right Attacking Midfield,1
3,3895333,1,Left Defensive Midfield,Right Center Back,2
3,3895333,1,Left Defensive Midfield,Left Center Back,3
3,3895333,1,Left Defensive Midfield,Left Attacking Midfield,2
3,3895333,1,Left Defensive Midfield,Center Back,4
3,3895333,1,Left Defensive Midfield,Blocked,1
3,3895333,1,Right Defensive Midfield,Right Wing Back,4
3,3895333,1,Right Defensive Midfield,Center Forward,4
3,3895333,1,Right Defensive Midfield,Blocked,1
3,3895333,1,Right Defensive Midfield,Left Wing Back,7
3,3895333,1,Right Defensive Midfield,Center Back,4
3,3895333,1,Right Defensive Midfield,Goal,1
3,3895333,1,Right Defensive Midfield,Right Attacking Midfield,2
3,3895333,1,Right Defensive Midfield,Left Center Back,2
3,3895333,1,Right Defensive Midfield,Left Defensive Midfield,4
3,3895333,1,Right Defensive Midfield,Goalkeeper,1
3,3895333,1,Right Defensive Midfield,Right Center Back,2
3,3895333,1,Right Defensive Midfield,Left Attacking Midfield,3
3,3895333,1,Right Wing Back,Right Attacking Midfield,3
3,3895333,1,Right Wing Back,Right Center Back,3
3,3895333,1,Right Wing Back,Center Forward,4
3,3895333,1,Right Wing Back,Right Defensive Midfield,3
3,3895333,1,Right Center Back,Left Center Back,3
3,3895333,1,Right Center Back,Right Wing Back,7
3,3895333,1,Right Center Back,Center Back,15
3,3895333,1,Right Center Back,Left Defensive Midfield,2
3,3895333,1,Right Center Back,Right Attacking Midfield,5
3,3895333,1,Right Center Back,Goalkeeper,1
3,3895333,1,Right Center Back,Center Forward,1
3,3895333,1,Left Center Back,Left Wing Back,7
3,3895333,1,Left Center Back,Right Center Back,5
3,3895333,1,Left Center Back,Right Wing Back,1
3,3895333,1,Left Center Back,Goalkeeper,1
3,3895333,1,Left Center Back,Right Defensive Midfield,5
3,3895333,1,Left Center Back,Center Forward,1
3,3895333,1,Left Center Back,Left Defensive Midfield,4
3,3895333,1,Left Center Back,Center Back,8
3,3895333,1,Left Wing Back,Center Back,2
3,3895333,1,Left Wing Back,Left Center Back,8
3,3895333,1,Left Wing Back,Left Defensive Midfield,4
3,3895333,1,Left Wing Back,Right Defensive Midfield,7
3,3895333,1,Left Wing Back,Left Attacking Midfield,5
3,3895333,1,Left Wing Back,Center Forward,2
3,3895333,1,Left Wing Back,Right Wing Back,1
3,3895333,1,Left Wing Back,Right Attacking Midfield,2
3,3895333,1,Goalkeeper,Right Center Back,2
3,3895333,1,Goalkeeper,Left Center Back,2
3,3895333,1,Goalkeeper,Left Attacking Midfield,2
3,3895333,1,Goalkeeper,Left Defensive Midfield,1
3,3895333,1,Goalkeeper,Right Attacking Midfield,1
3,3895333,1,Goalkeeper,Center Back,5
3,3895333,1,Goalkeeper,Center Forward,1
3,3895333,2,Left Wing Back,Left Defensive Midfield,7
3,3895333,2,Left Wing Back,Left Attacking Midfield,4
3,3895333,2,Left Wing Back,Center Forward,3
3,3895333,2,Left Wing Back,Right Defensive Midfield,3
3,3895333,2,Left Wing Back,Left Center Back,3
3,3895333,2,Left Wing Back,Right Attacking Midfield,1
3,3895333,2,Left Defensive Midfield,Left Wing Back,1
3,3895333,2,Left Defensive Midfield,Left Center Back,2
3,3895333,2,Left Defensive Midfield,Right Center Back,3
3,3895333,2,Left Defensive Midfield,Right Wing Back,3
3,3895333,2,Left Defensive Midfield,Left Attacking Midfield,3
3,3895333,2,Left Defensive Midfield,Right Defensive Midfield,2
3,3895333,2,Left Defensive Midfield,Right Attacking Midfield,2
3,3895333,2,Left Defensive Midfield,Goal,1
3,3895333,2,Left Defensive Midfield,Center Forward,2
3,3895333,2,Left Defensive Midfield,Center Back,2
3,3895333,2,Left Center Back,Left Defensive Midfield,2
3,3895333,2,Left Center Back,Right Attacking Midfield,3
3,3895333,2,Left Center Back,Center Forward,2
3,3895333,2,Left Center Back,Left Wing Back,1
3,3895333,2,Left Center Back,Goalkeeper,4
3,3895333,2,Left Center Back,Left Attacking Midfield,1
3,3895333,2,Left Center Back,Center Back,1
3,3895333,2,Left Center Back,Right Defensive Midfield,3
3,3895333,2,Right Attacking Midfield,Right Wing Back,2
3,3895333,2,Right Attacking Midfield,Left Defensive Midfield,5
3,3895333,2,Right Attacking Midfield,Left Wing Back,1
3,3895333,2,Right Attacking Midfield,Center Forward,1
3,3895333,2,Right Attacking Midfield,Goalkeeper,2
3,3895333,2,Right Attacking Midfield,Left Attacking Midfield,3
3,3895333,2,Right Wing Back,Right Center Back,1
3,3895333,2,Right Wing Back,Center Forward,1
3,3895333,2,Right Wing Back,Left Attacking Midfield,2
3,3895333,2,Right Wing Back,Goal,1
3,3895333,2,Right Center Back,Right Defensive Midfield,2
3,3895333,2,Right Center Back,Left Defensive Midfield,3
3,3895333,2,Right Center Back,Left Wing Back,1
3,3895333,2,Right Center Back,Center Back,1
3,3895333,2,Right Center Back,Goalkeeper,1
3,3895333,2,Right Center Back,Center Forward,1
3,3895333,2,Right Center Back,Right Attacking Midfield,2
3,3895333,2,Right Center Back,Left Center Back,1
3,3895333,2,Left Attacking Midfield,Left Wing Back,2
3,3895333,2,Left Attacking Midfield,Left Defensive Midfield,1
3,3895333,2,Left Attacking Midfield,Left Center Back,1
3,3895333,2,Left Attacking Midfield,Center Forward,1
3,3895333,2,Left Attacking Midfield,Right Wing Back,1
3,3895333,2,Center Back,Right Defensive Midfield,2
3,3895333,2,Center Back,Goalkeeper,2
3,3895333,2,Center Back,Left Wing Back,1
3,3895333,2,Center Back,Right Center Back,2
3,3895333,2,Center Forward,Right Wing Back,3
3,3895333,2,Center Forward,Left Attacking Midfield,2
3,3895333,2,Center Forward,Right Attacking Midfield,2
3,3895333,2,Center Forward,Goal,1
3,3895333,2,Goalkeeper,Right Wing Back,3
3,3895333,2,Goalkeeper,Right Attacking Midfield,3
3,3895333,2,Goalkeeper,Right Center Back,2
3,3895333,2,Goalkeeper,Left Defensive Midfield,3
3,3895333,2,Goalkeeper,Center Forward,2
3,3895333,2,Goalkeeper,Right Defensive Midfield,2
3,3895333,2,Goalkeeper,Left Center Back,2
3,3895333,2,Right Defensive Midfield,Left Defensive Midfield,2
3,3895333,2,Right Defensive Midfield,Left Center Back,2
3,3895333,2,Right Defensive Midfield,Center Back,1
3,3895333,2,Right Defensive Midfield,Left Attacking Midfield,2
3,3895333,2,Right Defensive Midfield,Right Attacking Midfield,4
3,3895333,2,Right Defensive Midfield,Right Wing Back,1
3,3895333,2,Right Defensive Midfield,Center Forward,2
3,3895333,2,Right Defensive Midfield,Right Defensive Midfield,1
4,3895340,1,Center Back,Left Defensive Midfield,10
4,3895340,1,Center Back,Right Defensive Midfield,4
4,3895340,1,Center Back,Right Center Back,7
4,3895340,1,Center Back,Left Center Back,9
4,3895340,1,Center Back,Goalkeeper,2
4,3895340,1,Center Back,Right Wing,4
